symbol,quantity,cost,date
DTMI,100,10.0,11/01/2024
CJV,100,10.0,11/01/2024
DDDS,100,10.0,11/01/2024
CMW,100,10.0,11/01/2024
BAE,100,10.0,11/01/2024
DIVR,100,10.0,11/01/2024
CMJ,100,10.0,11/01/2024
DVPD,100,10.0,11/01/2024
JLP,100,10.0,11/01/2024
CXY,100,10.0,11/01/2024
NXY,100,10.0,11/01/2024
GFPZ,100,10.0,11/01/2024
DFDI,100,10.0,11/01/2024
DCMG,100,10.0,11/01/2024
CIG,100,10.0,11/01/2024
DIXN,100,10.0,11/01/2024
CWM,100,10.0,11/01/2024
BMGR,100,10.0,11/01/2024
DIXY,100,10.0,11/01/2024
DXT,100,10.0,11/01/2024
DIXS,100,10.0,11/01/2024
CVL,100,10.0,11/01/2024
CANI,100,10.0,11/01/2024
MADI,100,10.0,11/01/2024
DOAK,100,10.0,11/01/2024
AUO,100,10.0,11/01/2024
DPSC,100,10.0,11/01/2024
CPD,100,10.0,11/01/2024
DCTL,100,10.0,11/01/2024
CMK,100,10.0,11/01/2024
DOES,100,10.0,11/01/2024
CRL,100,10.0,11/01/2024
DOLS,100,10.0,11/01/2024
CAC,100,10.0,11/01/2024
DOLR,100,10.0,11/01/2024
GOB,100,10.0,11/01/2024
UAI,100,10.0,11/01/2024
CII,100,10.0,11/01/2024
DOMZ,100,10.0,11/01/2024
DMBK,100,10.0,11/01/2024
CET,100,10.0,11/01/2024
BRNR,100,10.0,11/01/2024
DMRTS,100,10.0,11/01/2024
CGY,100,10.0,11/01/2024
CGEO,100,10.0,11/01/2024
DOMR,100,10.0,11/01/2024
CHW,100,10.0,11/01/2024
DOMI,100,10.0,11/01/2024
BOW,100,10.0,11/01/2024
DOND,100,10.0,11/01/2024
DBAR,100,10.0,11/01/2024
CVR,100,10.0,11/01/2024
DONEF,100,10.0,11/01/2024
MAKFF,100,10.0,11/01/2024
SLSF,100,10.0,11/01/2024
SLSCF,100,10.0,11/01/2024
CFC,100,10.0,11/01/2024
CFCM,100,10.0,11/01/2024
DONOA,100,10.0,11/01/2024
DORE,100,10.0,11/01/2024
WOIL,100,10.0,11/01/2024
CRO,100,10.0,11/01/2024
DHULZ,100,10.0,11/01/2024
CLK,100,10.0,11/01/2024
DOTX,100,10.0,11/01/2024
CLR,100,10.0,11/01/2024
CLY,100,10.0,11/01/2024
DBLE,100,10.0,11/01/2024
RRFF,100,10.0,11/01/2024
CLB,100,10.0,11/01/2024
DOBQ,100,10.0,11/01/2024
CCO,100,10.0,11/01/2024
COH,100,10.0,11/01/2024
COHU,100,10.0,11/01/2024
DIND,100,10.0,11/01/2024
DWNE,100,10.0,11/01/2024
DZKN,100,10.0,11/01/2024
CLT,100,10.0,11/01/2024
CMC,100,10.0,11/01/2024
DOYL,100,10.0,11/01/2024
OMCM,100,10.0,11/01/2024
OMC,100,10.0,11/01/2024
RPC,100,10.0,11/01/2024
DRAN,100,10.0,11/01/2024
DRSDY,100,10.0,11/01/2024
CMM,100,10.0,11/01/2024
TNP,100,10.0,11/01/2024
DRES,100,10.0,11/01/2024
DSR,100,10.0,11/01/2024
CEM,100,10.0,11/01/2024
DBRN,100,10.0,11/01/2024
ASNA,100,10.0,11/01/2024
CDCY,100,10.0,11/01/2024
DREW,100,10.0,11/01/2024
DRXR,100,10.0,11/01/2024
LCRD,100,10.0,11/01/2024
GIN,100,10.0,11/01/2024
CAX,100,10.0,11/01/2024
DRYR,100,10.0,11/01/2024
COY,100,10.0,11/01/2024
CRY,100,10.0,11/01/2024
DRIC,100,10.0,11/01/2024
FAD,100,10.0,11/01/2024
CFY,100,10.0,11/01/2024
DRFNY,100,10.0,11/01/2024
GOLD,100,10.0,11/01/2024
GFI,100,10.0,11/01/2024
DRGS,100,10.0,11/01/2024
RCOA,100,10.0,11/01/2024
CGS,100,10.0,11/01/2024
FCVA,100,10.0,11/01/2024
DRUM,100,10.0,11/01/2024
DHC,100,10.0,11/01/2024
DUCK,100,10.0,11/01/2024
CUO,100,10.0,11/01/2024
DDDY,100,10.0,11/01/2024
CCM,100,10.0,11/01/2024
DUNCB,100,10.0,11/01/2024
COK,100,10.0,11/01/2024
DUNK,100,10.0,11/01/2024
CJT,100,10.0,11/01/2024
DUQN,100,10.0,11/01/2024
LGNT,100,10.0,11/01/2024
DRKN,100,10.0,11/01/2024
DRLH,100,10.0,11/01/2024
DUCO,100,10.0,11/01/2024
CBV,100,10.0,11/01/2024
CT,100,10.0,11/01/2024
DURI,100,10.0,11/01/2024
FLS,100,10.0,11/01/2024
COU,100,10.0,11/01/2024
DUFM,100,10.0,11/01/2024
KRC,100,10.0,11/01/2024
CYR,100,10.0,11/01/2024
COX,100,10.0,11/01/2024
DWYT,100,10.0,11/01/2024
CRP,100,10.0,11/01/2024
DYTR,100,10.0,11/01/2024
CRE,100,10.0,11/01/2024
CRX,100,10.0,11/01/2024
DYLB,100,10.0,11/01/2024
CRA,100,10.0,11/01/2024
DYHM,100,10.0,11/01/2024
DYIN,100,10.0,11/01/2024
DYNT,100,10.0,11/01/2024
COIL,100,10.0,11/01/2024
DRCO,100,10.0,11/01/2024
CUB,100,10.0,11/01/2024
DYNA,100,10.0,11/01/2024
COBR,100,10.0,11/01/2024
CUG,100,10.0,11/01/2024
CLI,100,10.0,11/01/2024
DYNO,100,10.0,11/01/2024
DYTC,100,10.0,11/01/2024
DYT,100,10.0,11/01/2024
SYL,100,10.0,11/01/2024
DVC,100,10.0,11/01/2024
DCTR,100,10.0,11/01/2024
DYL,100,10.0,11/01/2024
DYSN,100,10.0,11/01/2024
DMI,100,10.0,11/01/2024
EBMI,100,10.0,11/01/2024
DFI,100,10.0,11/01/2024
ECRM,100,10.0,11/01/2024
DJ,100,10.0,11/01/2024
DLT,100,10.0,11/01/2024
EDPS,100,10.0,11/01/2024
DSN,100,10.0,11/01/2024
EHIL,100,10.0,11/01/2024
DLU,100,10.0,11/01/2024
EILI,100,10.0,11/01/2024
DGM,100,10.0,11/01/2024
DANA,100,10.0,11/01/2024
JNOA,100,10.0,11/01/2024
EIPM,100,10.0,11/01/2024
DVO,100,10.0,11/01/2024
EMCE,100,10.0,11/01/2024
DPE,100,10.0,11/01/2024
EMCI,100,10.0,11/01/2024
DIL,100,10.0,11/01/2024
EMFC,100,10.0,11/01/2024
DQS,100,10.0,11/01/2024
EMIE,100,10.0,11/01/2024
ERCC,100,10.0,11/01/2024
DXW,100,10.0,11/01/2024
DMP,100,10.0,11/01/2024
DBR,100,10.0,11/01/2024
ESLI,100,10.0,11/01/2024
DTX,100,10.0,11/01/2024
EZEM,100,10.0,11/01/2024
EZEMA,100,10.0,11/01/2024
EZM,100,10.0,11/01/2024
EZPT,100,10.0,11/01/2024
DOR,100,10.0,11/01/2024
DSY,100,10.0,11/01/2024
EGLC,100,10.0,11/01/2024
DA,100,10.0,11/01/2024
EGLE,100,10.0,11/01/2024
DRH,100,10.0,11/01/2024
DF,100,10.0,11/01/2024
EGCLY,100,10.0,11/01/2024
EGLY,100,10.0,11/01/2024
EGLA,100,10.0,11/01/2024
DLP,100,10.0,11/01/2024
EALG,100,10.0,11/01/2024
ERLY,100,10.0,11/01/2024
DUR,100,10.0,11/01/2024
ESCI,100,10.0,11/01/2024
DVL,100,10.0,11/01/2024
ESTO,100,10.0,11/01/2024
WRKS,100,10.0,11/01/2024
DYA,100,10.0,11/01/2024
EMET,100,10.0,11/01/2024
BOY,100,10.0,11/01/2024
ETA,100,10.0,11/01/2024
FCRN,100,10.0,11/01/2024
EASTS,100,10.0,11/01/2024
EML,100,10.0,11/01/2024
EATO,100,10.0,11/01/2024
EFW,100,10.0,11/01/2024
VANC,100,10.0,11/01/2024
EHVS,100,10.0,11/01/2024
EAVN,100,10.0,11/01/2024
EST,100,10.0,11/01/2024
EBER,100,10.0,11/01/2024
ECH,100,10.0,11/01/2024
ECHO,100,10.0,11/01/2024
EKR,100,10.0,11/01/2024
MGX,100,10.0,11/01/2024
EDO,100,10.0,11/01/2024
LCO,100,10.0,11/01/2024
ECNT,100,10.0,11/01/2024
EAD,100,10.0,11/01/2024
ETHM,100,10.0,11/01/2024
EEG,100,10.0,11/01/2024
ESNE,100,10.0,11/01/2024
ERAI,100,10.0,11/01/2024
ELS,100,10.0,11/01/2024
ECI,100,10.0,11/01/2024
EDSE,100,10.0,11/01/2024
ECA,100,10.0,11/01/2024
EME,100,10.0,11/01/2024
EMY,100,10.0,11/01/2024
ERT,100,10.0,11/01/2024
EDUC,100,10.0,11/01/2024
EFS,100,10.0,11/01/2024
ESP,100,10.0,11/01/2024
EDTA,100,10.0,11/01/2024
ESC,100,10.0,11/01/2024
EDWR,100,10.0,11/01/2024
EGOR,100,10.0,11/01/2024
ESX,100,10.0,11/01/2024
KONX,100,10.0,11/01/2024
EKA,100,10.0,11/01/2024
EVS,100,10.0,11/01/2024
ELCH,100,10.0,11/01/2024
TXMX,100,10.0,11/01/2024
LFR,100,10.0,11/01/2024
FDI,100,10.0,11/01/2024
EDRD,100,10.0,11/01/2024
FBG,100,10.0,11/01/2024
ELPA,100,10.0,11/01/2024
FBX,100,10.0,11/01/2024
FMT,100,10.0,11/01/2024
FMTC,100,10.0,11/01/2024
ELN,100,10.0,11/01/2024
EPRC,100,10.0,11/01/2024
FFY,100,10.0,11/01/2024
ELBA,100,10.0,11/01/2024
FAR,100,10.0,11/01/2024
DAV,100,10.0,11/01/2024
FDL,100,10.0,11/01/2024
ELCN,100,10.0,11/01/2024
FED,100,10.0,11/01/2024
FEDP,100,10.0,11/01/2024
ELDR,100,10.0,11/01/2024
FEL,100,10.0,11/01/2024
FWY,100,10.0,11/01/2024
OPC,100,10.0,11/01/2024
ELDB,100,10.0,11/01/2024
ELB,100,10.0,11/01/2024
FNR,100,10.0,11/01/2024
ELDO,100,10.0,11/01/2024
MWF,100,10.0,11/01/2024
FSX,100,10.0,11/01/2024
ELDG,100,10.0,11/01/2024
FP,100,10.0,11/01/2024
EDMC,100,10.0,11/01/2024
FSS,100,10.0,11/01/2024
FSH,100,10.0,11/01/2024
FCHC,100,10.0,11/01/2024
OGAL,100,10.0,11/01/2024
FC,100,10.0,11/01/2024
ECAR,100,10.0,11/01/2024
FCE,100,10.0,11/01/2024
EBII,100,10.0,11/01/2024
FTM,100,10.0,11/01/2024
ECTH,100,10.0,11/01/2024
FRE,100,10.0,11/01/2024
ECFT,100,10.0,11/01/2024
EKSI,100,10.0,11/01/2024
ENIT,100,10.0,11/01/2024
ENUC,100,10.0,11/01/2024
GLP,100,10.0,11/01/2024
GFB,100,10.0,11/01/2024
ELRC,100,10.0,11/01/2024
ESIO,100,10.0,11/01/2024
GTI,100,10.0,11/01/2024
GGTI,100,10.0,11/01/2024
ELSE,100,10.0,11/01/2024
BLA,100,10.0,11/01/2024
GAE,100,10.0,11/01/2024
