DATE,BRKA
1990-01,-0.1406340057636886
1990-02,-0.030851777330651017
1990-03,-0.06920415224913487
1990-04,-0.0037174721189593045
1990-05,0.06716417910447753
1990-06,0.0069930069930071595
1990-07,-0.027777777777777707
1990-08,-0.08571428571428523
1990-09,-0.08203124999999944
1990-10,0.012765957446808692
1990-11,0.06638655462184848
1990-12,0.052009456264775336
1991-01,0.10861423220973794
1991-02,0.09121621621621631
1991-03,-0.0061919504643963815
1991-04,0.012461059190030781
1991-05,0.07692307692307646
1991-06,-0.03999999999999964
1991-07,0.014880952380952307
1991-08,0.0293255131964811
1991-09,0.011396011396011202
1991-10,-0.03436619718309834
1991-11,-0.025670945157526305
1991-12,0.0838323353293408
1992-01,-0.02209944751381169
1992-02,-0.01412429378531065
1992-03,0.025787965616045797
1992-04,0.019553072625698355
1992-05,-0.0027397260273971115
1992-06,0.013736263736263745
1992-07,0.03252032520325203
1992-08,-0.041994750656167625
1992-09,0.03013698630136968
1992-10,0.007978723404255114
1992-11,0.13192612137203125
1992-12,0.09557109557109579
1993-01,0.029787234042552797
1993-02,0.03099173553718983
1993-03,0.022044088176352804
1993-04,-0.007843137254902224
1993-05,0.18577075098814155
1993-06,0.026666666666666707
1993-07,0.038961038961038925
1993-08,0.09531249999999952
1993-09,-0.04850213980028508
1993-10,0.03448275862068937
1993-11,-2.7061686225238186e-16
1993-12,-0.053623188405796746
1994-01,-0.007656967840735621
1994-02,-0.04629629629629641
1994-03,0.030744336569579152
1994-04,0.010989010989010776
1994-05,-7.45931094670027e-17
1994-06,5.62917767954474e-16
1994-07,0.21739130434782516
1994-08,-0.025510204081632275
1994-09,-0.00785340314136098
1994-10,0.0686015831134555
1994-11,0.013580246913580299
1994-12,-0.006090133982947408
1995-01,0.20588235294117602
1995-02,-0.09451219512195119
1995-03,0.016835016835016713
1995-04,-0.04635761589403928
1995-05,0.0509259259259261
1995-06,0.03303964757709219
1995-07,0.055437100213219785
1995-08,0.03030303030303003
1995-09,0.15294117647058705
1995-10,0.0034013605442174137
1995-11,0.06101694915254256
1995-12,0.02555910543130979
1996-01,-0.0062305295950155215
1996-02,0.11285266457680247
1996-03,-0.046478873239436475
1996-04,-0.010339734121122464
1996-05,-0.0895522388059698
1996-06,0.006557377049180873
1996-07,0.006514657980456047
1996-08,0.012944983818770755
1996-09,0.02715654952076674
1996-10,0.00777604976671865
1996-11,0.024691358024691235
1996-12,0.027108433734939902
1997-01,0.020527859237536965
1997-02,0.020114942528735164
1997-03,0.019718309859154615
1997-04,0.049723756906076645
1997-05,0.13157894736842066
1997-06,0.09767441860465118
1997-07,9.367506770274758e-17
1997-08,-0.12076271186440639
1997-09,0.07951807228915667
1997-10,-0.024553571428571237
1997-11,0.03661327231121311
1997-12,0.015452538631346503
1998-01,0.09347826086956526
1998-02,0.10934393638170885
1998-03,0.20430107526881683
1998-04,0.020833333333332746
1998-05,0.030612244897958826
1998-06,0.1075671852899575
1998-07,-0.10471872805057093
1998-08,-0.13700877255545257
1998-09,-0.014876033057850978
1998-10,0.08221476510067095
1998-11,0.05271317829457364
1998-12,0.030927835051546705
1999-01,-0.0714285714285709
1999-02,0.09384615384615388
1999-03,0.004219409282700792
1999-04,0.070028011204482
1999-05,-0.057591623036648866
1999-06,-0.0430555555555551
1999-07,-0.015892597968069
1999-08,-0.05316717056264217
1999-09,-0.14330218068535766
1999-10,0.1618181818181813
1999-11,-0.1032863849765254
1999-12,-0.020942408376962877
2000-01,-0.08734402852049923
2000-02,-0.14062499999999994
2000-03,0.30000000000000004
2000-04,0.03671328671328704
2000-05,-0.011804384485665802
2000-06,-0.08191126279863443
2000-07,0.024163568773234348
2000-08,0.04718693284936462
2000-09,0.11611785095320641
2000-10,-0.010869565217391861
2000-11,0.03453689167974926
2000-12,0.07738998482549322
2001-01,-0.03661971830985929
2001-02,0.027777777777778248
2001-03,-0.06899004267425285
2001-04,0.038961038961038745
2001-05,0.010294117647058872
2001-06,0.010189228529839748
2001-07,-0.002881844380403096
2001-08,0.002890173410405326
2001-09,0.00864553314121032
2001-10,0.01714285714285709
2001-11,-0.016853932584269326
2001-12,0.0799999999999996
2002-01,-0.022486772486772617
2002-02,-0.012178619756427622
2002-03,-0.026027397260273952
2002-04,0.033052039381153635
2002-05,0.015656909462218645
2002-06,-0.10455764075066984
2002-07,0.022455089820359105
2002-08,0.06881405563689623
2002-09,0.012328767123288054
2002-10,0.003924221921515885
2002-11,-0.025475131419328518
2002-12,0.006224066390041596
2003-01,-0.07079037800687277
2003-02,-0.08727810650887584
2003-03,0.03403565640194513
2003-04,0.09427899686520379
2003-05,0.016973429778701168
2003-06,0.021126760563379997
2003-07,-0.0067586206896552495
2003-08,0.052284404943757294
2003-09,-0.010227647641042472
2003-10,0.03746666666666615
2003-11,0.07633980208199406
2003-12,0.005970149253731533
2004-01,0.06219584569732902
2004-02,0.05598390881662696
2004-03,-0.012698412698413056
2004-04,0.0009646302250804457
2004-05,-0.047007174215654486
2004-06,-0.0005617977528089521
2004-07,-0.019111860595840587
2004-08,-0.0028653295128938496
2004-09,-0.004022988505747004
2004-10,-0.0276976341604149
2004-11,-0.006528189910978698
2004-12,0.050179211469533774
2005-01,0.02275312855517657
2005-02,0.0033370411568410772
2005-03,-0.03547671840354764
2005-04,-0.030459770114942622
2005-05,-0.0029638411381147753
2005-06,-0.0071343638525560955
2005-07,3.681950577760774e-16
2005-08,-0.004191616766466686
2005-09,-0.013830426939266295
2005-10,0.04756097560975602
2005-11,0.04062863795110582
2005-12,-0.008613938919341566
2006-01,0.009817197020988532
2006-02,-0.03005922449435662
2006-03,0.04089861751152008
